date,state,district,age_group_0_to_5,age_group_5_to_17,age_group_18_plus,total_enrolments,pct_age_0_to_5,pct_age_5_to_17,pct_age_18_plus
2025-09-14,Madhya Pradesh,Chhatarpur,0,1,0,1,0.0,1.0,0.0
2025-09-14,Madhya Pradesh,Damoh,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Guna,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-14,Madhya Pradesh,Gwalior,6,0,0,6,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Gwalior,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Indore,13,14,22,49,0.2653061224489796,0.2857142857142857,0.4489795918367347
2025-09-14,Madhya Pradesh,Indore,2,0,0,2,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Indore,1,1,4,6,0.16666666666666666,0.16666666666666666,0.6666666666666666
2025-09-14,Madhya Pradesh,Jabalpur,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Khandwa,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Khandwa,1,1,0,2,0.5,0.5,0.0
2025-09-14,Madhya Pradesh,Khargone,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Panna,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Panna,15,1,0,16,0.9375,0.0625,0.0
2025-09-14,Madhya Pradesh,Rajgarh,8,0,0,8,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Rewa,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Rewa,2,0,0,2,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Rewa,2,0,0,2,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Rewa,0,1,0,1,0.0,1.0,0.0
2025-09-14,Madhya Pradesh,Rewa,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Sagar,3,0,0,3,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Sagar,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Sagar,8,3,0,11,0.7272727272727273,0.2727272727272727,0.0
2025-09-14,Madhya Pradesh,Satna,0,1,0,1,0.0,1.0,0.0
2025-09-14,Madhya Pradesh,Sehore,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Shivpuri,1,0,0,1,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Ujjain,2,0,0,2,1.0,0.0,0.0
2025-09-14,Madhya Pradesh,Umaria,2,2,0,4,0.5,0.5,0.0
2025-09-14,Madhya Pradesh,Umaria,0,1,0,1,0.0,1.0,0.0
2025-09-13,Madhya Pradesh,Agar Malwa,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Alirajpur,1,1,0,2,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Alirajpur,12,2,0,14,0.8571428571428571,0.14285714285714285,0.0
2025-09-13,Madhya Pradesh,Ashok Nagar,4,5,0,9,0.4444444444444444,0.5555555555555556,0.0
2025-09-13,Madhya Pradesh,Ashok Nagar,0,3,0,3,0.0,1.0,0.0
2025-09-13,Madhya Pradesh,Balaghat,1,1,0,2,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Balaghat,6,0,0,6,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Balaghat,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Balaghat,14,0,0,14,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Barwani,10,0,0,10,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Betul,6,2,0,8,0.75,0.25,0.0
2025-09-13,Madhya Pradesh,Betul,4,1,0,5,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Betul,4,1,0,5,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Betul,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Betul,6,0,0,6,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Betul,4,2,0,6,0.6666666666666666,0.3333333333333333,0.0
2025-09-13,Madhya Pradesh,Betul,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Bhind,16,5,0,21,0.7619047619047619,0.23809523809523808,0.0
2025-09-13,Madhya Pradesh,Bhind,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Bhind,3,3,0,6,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Bhind,8,5,0,13,0.6153846153846154,0.38461538461538464,0.0
2025-09-13,Madhya Pradesh,Bhind,5,5,0,10,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Bhind,5,1,0,6,0.8333333333333334,0.16666666666666666,0.0
2025-09-13,Madhya Pradesh,Bhopal,11,2,0,13,0.8461538461538461,0.15384615384615385,0.0
2025-09-13,Madhya Pradesh,Bhopal,6,0,0,6,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Bhopal,15,2,0,17,0.8823529411764706,0.11764705882352941,0.0
2025-09-13,Madhya Pradesh,Bhopal,0,1,0,1,0.0,1.0,0.0
2025-09-13,Madhya Pradesh,Bhopal,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-13,Madhya Pradesh,Bhopal,13,1,0,14,0.9285714285714286,0.07142857142857142,0.0
2025-09-13,Madhya Pradesh,Bhopal,6,0,0,6,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Burhanpur,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhatarpur,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhatarpur,12,9,0,21,0.5714285714285714,0.42857142857142855,0.0
2025-09-13,Madhya Pradesh,Chhatarpur,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhatarpur,4,1,0,5,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Chhindwara,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhindwara,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhindwara,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhindwara,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhindwara,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Chhindwara,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-13,Madhya Pradesh,Damoh,3,2,0,5,0.6,0.4,0.0
2025-09-13,Madhya Pradesh,Damoh,8,2,0,10,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Damoh,17,3,0,20,0.85,0.15,0.0
2025-09-13,Madhya Pradesh,Datia,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Datia,7,3,0,10,0.7,0.3,0.0
2025-09-13,Madhya Pradesh,Dewas,4,1,0,5,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Dewas,14,4,0,18,0.7777777777777778,0.2222222222222222,0.0
2025-09-13,Madhya Pradesh,Dhar,4,3,0,7,0.5714285714285714,0.42857142857142855,0.0
2025-09-13,Madhya Pradesh,Dhar,10,8,0,18,0.5555555555555556,0.4444444444444444,0.0
2025-09-13,Madhya Pradesh,Dhar,1,1,0,2,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Dindori,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,East Nimar,0,3,0,3,0.0,1.0,0.0
2025-09-13,Madhya Pradesh,East Nimar,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Guna,6,2,0,8,0.75,0.25,0.0
2025-09-13,Madhya Pradesh,Guna,3,0,0,3,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Guna,15,4,0,19,0.7894736842105263,0.21052631578947367,0.0
2025-09-13,Madhya Pradesh,Guna,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Gwalior,3,0,0,3,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Gwalior,2,2,0,4,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Gwalior,11,2,0,13,0.8461538461538461,0.15384615384615385,0.0
2025-09-13,Madhya Pradesh,Gwalior,15,7,0,22,0.6818181818181818,0.3181818181818182,0.0
2025-09-13,Madhya Pradesh,Harda,1,3,0,4,0.25,0.75,0.0
2025-09-13,Madhya Pradesh,Harda *,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Hoshangabad,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Hoshangabad,1,1,0,2,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Indore,2,1,0,3,0.6666666666666666,0.3333333333333333,0.0
2025-09-13,Madhya Pradesh,Indore,8,1,0,9,0.8888888888888888,0.1111111111111111,0.0
2025-09-13,Madhya Pradesh,Indore,9,4,0,13,0.6923076923076923,0.3076923076923077,0.0
2025-09-13,Madhya Pradesh,Indore,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Indore,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Indore,5,7,0,12,0.4166666666666667,0.5833333333333334,0.0
2025-09-13,Madhya Pradesh,Indore,1,1,0,2,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Jabalpur,32,6,0,38,0.8421052631578947,0.15789473684210525,0.0
2025-09-13,Madhya Pradesh,Jabalpur,5,2,0,7,0.7142857142857143,0.2857142857142857,0.0
2025-09-13,Madhya Pradesh,Jabalpur,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Jabalpur,5,0,0,5,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Jhabua,47,49,0,96,0.4895833333333333,0.5104166666666666,0.0
2025-09-13,Madhya Pradesh,Jhabua,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Jhabua,5,4,0,9,0.5555555555555556,0.4444444444444444,0.0
2025-09-13,Madhya Pradesh,Jhabua,5,6,0,11,0.45454545454545453,0.5454545454545454,0.0
2025-09-13,Madhya Pradesh,Katni,7,1,0,8,0.875,0.125,0.0
2025-09-13,Madhya Pradesh,Katni,21,5,0,26,0.8076923076923077,0.19230769230769232,0.0
2025-09-13,Madhya Pradesh,Khandwa,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-13,Madhya Pradesh,Khargone,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Khargone,6,2,0,8,0.75,0.25,0.0
2025-09-13,Madhya Pradesh,Khargone,3,4,1,8,0.375,0.5,0.125
2025-09-13,Madhya Pradesh,Khargone,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Khargone,7,0,0,7,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Khargone,7,4,0,11,0.6363636363636364,0.36363636363636365,0.0
2025-09-13,Madhya Pradesh,Khargone,16,4,0,20,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Mandla,3,1,0,4,0.75,0.25,0.0
2025-09-13,Madhya Pradesh,Mandsaur,14,1,0,15,0.9333333333333333,0.06666666666666667,0.0
2025-09-13,Madhya Pradesh,Mandsaur,3,2,0,5,0.6,0.4,0.0
2025-09-13,Madhya Pradesh,Mandsaur,4,2,0,6,0.6666666666666666,0.3333333333333333,0.0
2025-09-13,Madhya Pradesh,Mandsaur,0,2,0,2,0.0,1.0,0.0
2025-09-13,Madhya Pradesh,Mandsaur,1,1,0,2,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Mauganj,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Morena,5,6,0,11,0.45454545454545453,0.5454545454545454,0.0
2025-09-13,Madhya Pradesh,Morena,5,4,0,9,0.5555555555555556,0.4444444444444444,0.0
2025-09-13,Madhya Pradesh,Morena,2,4,0,6,0.3333333333333333,0.6666666666666666,0.0
2025-09-13,Madhya Pradesh,Narmadapuram,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Narsimhapur,3,0,0,3,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Narsimhapur,0,1,0,1,0.0,1.0,0.0
2025-09-13,Madhya Pradesh,Narsinghpur,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Narsinghpur,4,1,0,5,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Narsinghpur,2,2,0,4,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Narsinghpur,5,0,0,5,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Neemuch,6,0,0,6,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Neemuch,10,3,0,13,0.7692307692307693,0.23076923076923078,0.0
2025-09-13,Madhya Pradesh,Panna,7,4,0,11,0.6363636363636364,0.36363636363636365,0.0
2025-09-13,Madhya Pradesh,Raisen,7,0,0,7,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Raisen,6,0,0,6,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Raisen,3,2,0,5,0.6,0.4,0.0
2025-09-13,Madhya Pradesh,Raisen,2,2,0,4,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Rajgarh,9,4,0,13,0.6923076923076923,0.3076923076923077,0.0
2025-09-13,Madhya Pradesh,Rajgarh,4,4,0,8,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Rajgarh,3,1,0,4,0.75,0.25,0.0
2025-09-13,Madhya Pradesh,Ratlam,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Ratlam,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-13,Madhya Pradesh,Rewa,4,1,0,5,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Rewa,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-13,Madhya Pradesh,Rewa,18,4,0,22,0.8181818181818182,0.18181818181818182,0.0
2025-09-13,Madhya Pradesh,Rewa,6,0,0,6,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Rewa,9,0,0,9,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Sagar,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Sagar,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Sagar,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Sagar,8,2,0,10,0.8,0.2,0.0
2025-09-13,Madhya Pradesh,Sagar,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-13,Madhya Pradesh,Sagar,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Sagar,3,4,0,7,0.42857142857142855,0.5714285714285714,0.0
2025-09-13,Madhya Pradesh,Sagar,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Sagar,15,5,0,20,0.75,0.25,0.0
2025-09-13,Madhya Pradesh,Sagar,7,1,0,8,0.875,0.125,0.0
2025-09-13,Madhya Pradesh,Satna,1,0,0,1,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Satna,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Satna,12,1,0,13,0.9230769230769231,0.07692307692307693,0.0
2025-09-13,Madhya Pradesh,Satna,9,2,0,11,0.8181818181818182,0.18181818181818182,0.0
2025-09-13,Madhya Pradesh,Satna,9,1,0,10,0.9,0.1,0.0
2025-09-13,Madhya Pradesh,Satna,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-13,Madhya Pradesh,Satna,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Sehore,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Seoni,5,0,0,5,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Seoni,5,3,0,8,0.625,0.375,0.0
2025-09-13,Madhya Pradesh,Seoni,2,0,0,2,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Shahdol,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-13,Madhya Pradesh,Shajapur,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-13,Madhya Pradesh,Shivpuri,1,1,0,2,0.5,0.5,0.0
2025-09-13,Madhya Pradesh,Shivpuri,3,5,0,8,0.375,0.625,0.0
2025-09-13,Madhya Pradesh,Shivpuri,20,8,0,28,0.7142857142857143,0.2857142857142857,0.0
2025-09-13,Madhya Pradesh,Tikamgarh,5,7,0,12,0.4166666666666667,0.5833333333333334,0.0
2025-09-13,Madhya Pradesh,Tikamgarh,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-13,Madhya Pradesh,Ujjain,0,1,0,1,0.0,1.0,0.0
2025-09-13,Madhya Pradesh,Ujjain,5,0,0,5,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,Umaria,3,1,0,4,0.75,0.25,0.0
2025-09-13,Madhya Pradesh,Umaria,28,11,0,39,0.717948717948718,0.28205128205128205,0.0
2025-09-13,Madhya Pradesh,Vidisha,10,2,0,12,0.8333333333333334,0.16666666666666666,0.0
2025-09-13,Madhya Pradesh,Vidisha,23,6,1,30,0.7666666666666667,0.2,0.03333333333333333
2025-09-13,Madhya Pradesh,West Nimar,4,0,0,4,1.0,0.0,0.0
2025-09-13,Madhya Pradesh,West Nimar,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Agar Malwa,6,3,0,9,0.6666666666666666,0.3333333333333333,0.0
2025-09-12,Madhya Pradesh,Agar Malwa,2,0,0,2,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Alirajpur,4,5,0,9,0.4444444444444444,0.5555555555555556,0.0
2025-09-12,Madhya Pradesh,Anuppur,3,2,0,5,0.6,0.4,0.0
2025-09-12,Madhya Pradesh,Anuppur,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-12,Madhya Pradesh,Anuppur,4,0,0,4,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Ashok Nagar,1,4,0,5,0.2,0.8,0.0
2025-09-12,Madhya Pradesh,Balaghat,4,0,0,4,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Balaghat,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Balaghat,7,1,0,8,0.875,0.125,0.0
2025-09-12,Madhya Pradesh,Balaghat,3,0,0,3,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Balaghat,3,0,0,3,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Balaghat,5,0,0,5,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Betul,11,5,0,16,0.6875,0.3125,0.0
2025-09-12,Madhya Pradesh,Betul,2,0,0,2,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Betul,3,1,0,4,0.75,0.25,0.0
2025-09-12,Madhya Pradesh,Betul,4,1,0,5,0.8,0.2,0.0
2025-09-12,Madhya Pradesh,Bhind,18,1,0,19,0.9473684210526315,0.05263157894736842,0.0
2025-09-12,Madhya Pradesh,Bhind,4,1,0,5,0.8,0.2,0.0
2025-09-12,Madhya Pradesh,Bhind,2,2,1,5,0.4,0.4,0.2
2025-09-12,Madhya Pradesh,Bhind,0,3,0,3,0.0,1.0,0.0
2025-09-12,Madhya Pradesh,Bhind,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Bhind,0,1,0,1,0.0,1.0,0.0
2025-09-12,Madhya Pradesh,Bhopal,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Bhopal,11,0,0,11,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Bhopal,11,1,0,12,0.9166666666666666,0.08333333333333333,0.0
2025-09-12,Madhya Pradesh,Bhopal,12,1,0,13,0.9230769230769231,0.07692307692307693,0.0
2025-09-12,Madhya Pradesh,Bhopal,2,0,0,2,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Burhanpur,5,4,0,9,0.5555555555555556,0.4444444444444444,0.0
2025-09-12,Madhya Pradesh,Chhatarpur,19,10,0,29,0.6551724137931034,0.3448275862068966,0.0
2025-09-12,Madhya Pradesh,Chhatarpur,5,5,0,10,0.5,0.5,0.0
2025-09-12,Madhya Pradesh,Chhatarpur,8,1,0,9,0.8888888888888888,0.1111111111111111,0.0
2025-09-12,Madhya Pradesh,Chhatarpur,12,1,0,13,0.9230769230769231,0.07692307692307693,0.0
2025-09-12,Madhya Pradesh,Chhindwara,6,0,1,7,0.8571428571428571,0.0,0.14285714285714285
2025-09-12,Madhya Pradesh,Chhindwara,14,1,0,15,0.9333333333333333,0.06666666666666667,0.0
2025-09-12,Madhya Pradesh,Damoh,19,2,0,21,0.9047619047619048,0.09523809523809523,0.0
2025-09-12,Madhya Pradesh,Damoh,5,0,0,5,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Damoh,34,2,0,36,0.9444444444444444,0.05555555555555555,0.0
2025-09-12,Madhya Pradesh,Dewas,0,1,0,1,0.0,1.0,0.0
2025-09-12,Madhya Pradesh,Dewas,16,7,0,23,0.6956521739130435,0.30434782608695654,0.0
2025-09-12,Madhya Pradesh,Dewas,1,4,0,5,0.2,0.8,0.0
2025-09-12,Madhya Pradesh,Dewas,0,4,0,4,0.0,1.0,0.0
2025-09-12,Madhya Pradesh,Dhar,17,7,0,24,0.7083333333333334,0.2916666666666667,0.0
2025-09-12,Madhya Pradesh,Dhar,4,6,0,10,0.4,0.6,0.0
2025-09-12,Madhya Pradesh,Dhar,15,7,0,22,0.6818181818181818,0.3181818181818182,0.0
2025-09-12,Madhya Pradesh,Dhar,14,0,0,14,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Dhar,12,8,0,20,0.6,0.4,0.0
2025-09-12,Madhya Pradesh,Dindori,3,0,0,3,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,East Nimar,1,1,0,2,0.5,0.5,0.0
2025-09-12,Madhya Pradesh,Guna,17,2,0,19,0.8947368421052632,0.10526315789473684,0.0
2025-09-12,Madhya Pradesh,Guna,32,4,0,36,0.8888888888888888,0.1111111111111111,0.0
2025-09-12,Madhya Pradesh,Guna,0,4,0,4,0.0,1.0,0.0
2025-09-12,Madhya Pradesh,Guna,2,0,0,2,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Gwalior,24,7,0,31,0.7741935483870968,0.22580645161290322,0.0
2025-09-12,Madhya Pradesh,Gwalior,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-12,Madhya Pradesh,Gwalior,2,1,1,4,0.5,0.25,0.25
2025-09-12,Madhya Pradesh,Gwalior,14,4,0,18,0.7777777777777778,0.2222222222222222,0.0
2025-09-12,Madhya Pradesh,Gwalior,1,1,0,2,0.5,0.5,0.0
2025-09-12,Madhya Pradesh,Gwalior,4,7,0,11,0.36363636363636365,0.6363636363636364,0.0
2025-09-12,Madhya Pradesh,Gwalior,4,0,0,4,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Hoshangabad,21,4,0,25,0.84,0.16,0.0
2025-09-12,Madhya Pradesh,Hoshangabad,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Hoshangabad,33,4,0,37,0.8918918918918919,0.10810810810810811,0.0
2025-09-12,Madhya Pradesh,Hoshangabad,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Indore,4,0,0,4,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Indore,9,5,0,14,0.6428571428571429,0.35714285714285715,0.0
2025-09-12,Madhya Pradesh,Indore,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Indore,4,2,0,6,0.6666666666666666,0.3333333333333333,0.0
2025-09-12,Madhya Pradesh,Jabalpur,9,1,0,10,0.9,0.1,0.0
2025-09-12,Madhya Pradesh,Jabalpur,8,4,0,12,0.6666666666666666,0.3333333333333333,0.0
2025-09-12,Madhya Pradesh,Jabalpur,13,0,0,13,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Jabalpur,10,1,0,11,0.9090909090909091,0.09090909090909091,0.0
2025-09-12,Madhya Pradesh,Jhabua,14,10,0,24,0.5833333333333334,0.4166666666666667,0.0
2025-09-12,Madhya Pradesh,Jhabua,3,3,0,6,0.5,0.5,0.0
2025-09-12,Madhya Pradesh,Jhabua,3,2,0,5,0.6,0.4,0.0
2025-09-12,Madhya Pradesh,Jhabua,12,1,0,13,0.9230769230769231,0.07692307692307693,0.0
2025-09-12,Madhya Pradesh,Jhabua,14,3,0,17,0.8235294117647058,0.17647058823529413,0.0
2025-09-12,Madhya Pradesh,Jhabua,10,14,0,24,0.4166666666666667,0.5833333333333334,0.0
2025-09-12,Madhya Pradesh,Katni,3,1,0,4,0.75,0.25,0.0
2025-09-12,Madhya Pradesh,Katni,18,6,0,24,0.75,0.25,0.0
2025-09-12,Madhya Pradesh,Katni,39,9,0,48,0.8125,0.1875,0.0
2025-09-12,Madhya Pradesh,Khandwa,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Khargone,4,4,1,9,0.4444444444444444,0.4444444444444444,0.1111111111111111
2025-09-12,Madhya Pradesh,Khargone,17,0,1,18,0.9444444444444444,0.0,0.05555555555555555
2025-09-12,Madhya Pradesh,Khargone,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-12,Madhya Pradesh,Mandla,2,0,0,2,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Mandla,4,0,0,4,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Mandsaur,0,1,0,1,0.0,1.0,0.0
2025-09-12,Madhya Pradesh,Mandsaur,3,0,0,3,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Mandsaur,3,1,0,4,0.75,0.25,0.0
2025-09-12,Madhya Pradesh,Mandsaur,0,1,0,1,0.0,1.0,0.0
2025-09-12,Madhya Pradesh,Mandsaur,10,1,0,11,0.9090909090909091,0.09090909090909091,0.0
2025-09-12,Madhya Pradesh,Mauganj,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Morena,19,4,1,24,0.7916666666666666,0.16666666666666666,0.041666666666666664
2025-09-12,Madhya Pradesh,Morena,13,12,0,25,0.52,0.48,0.0
2025-09-12,Madhya Pradesh,Narmadapuram,4,0,0,4,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Narsimhapur,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Narsimhapur,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Narsinghpur,16,5,0,21,0.7619047619047619,0.23809523809523808,0.0
2025-09-12,Madhya Pradesh,Narsinghpur,6,1,0,7,0.8571428571428571,0.14285714285714285,0.0
2025-09-12,Madhya Pradesh,Narsinghpur,3,3,0,6,0.5,0.5,0.0
2025-09-12,Madhya Pradesh,Narsinghpur,15,3,0,18,0.8333333333333334,0.16666666666666666,0.0
2025-09-12,Madhya Pradesh,Narsinghpur,2,0,0,2,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Narsinghpur,3,1,0,4,0.75,0.25,0.0
2025-09-12,Madhya Pradesh,Neemuch,11,3,0,14,0.7857142857142857,0.21428571428571427,0.0
2025-09-12,Madhya Pradesh,Neemuch,1,2,0,3,0.3333333333333333,0.6666666666666666,0.0
2025-09-12,Madhya Pradesh,Neemuch,1,0,0,1,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Panna,11,4,0,15,0.7333333333333333,0.26666666666666666,0.0
2025-09-12,Madhya Pradesh,Raisen,10,1,0,11,0.9090909090909091,0.09090909090909091,0.0
2025-09-12,Madhya Pradesh,Raisen,11,0,0,11,1.0,0.0,0.0
2025-09-12,Madhya Pradesh,Raisen,12,6,0,18,0.6666666666666666,0.3333333333333333,0.0
